open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,timestamp
1704258600000,45169.78,45230.0,45169.77,45229.99,52.40221,1704258899999,2368937.28719900,2472,32.73786000,1479880.48557430,0,2024-01-03 05:10:00+00:00
1704258900000,45230.0,45280.0,45224.44,45244.69,94.77662,1704259199999,4289039.72784130,3019,59.96781000,2713553.57005630,0,2024-01-03 05:15:00+00:00
1704259200000,45244.7,45259.47,45225.38,45253.54,38.73275,1704259499999,1752556.52613800,2084,26.26214000,1188291.55285570,0,2024-01-03 05:20:00+00:00
1704259500000,45253.53,45290.88,45253.53,45289.06,50.7628,1704259799999,2298286.58391690,2523,30.43440000,1377866.75153180,0,2024-01-03 05:25:00+00:00
1704259800000,45289.06,45293.05,45227.78,45279.35,87.97645,1704260099999,3982897.64061860,3560,46.91861000,2124049.49402750,0,2024-01-03 05:30:00+00:00
1704260100000,45279.35,45287.03,45263.27,45263.27,53.49494,1704260399999,2422141.66432380,2808,21.75611000,985068.53224560,0,2024-01-03 05:35:00+00:00
1704260400000,45263.27,45294.11,45240.95,45240.95,62.32863,1704260699999,2821741.89756840,2665,24.98187000,1131057.61079510,0,2024-01-03 05:40:00+00:00
1704260700000,45240.95,45269.94,45198.15,45231.5,74.62998,1704260999999,3375905.66900380,3685,25.15798000,1137905.67748000,0,2024-01-03 05:45:00+00:00
1704261000000,45231.5,45233.74,45198.59,45212.16,76.81862,1704261299999,3473314.55788910,4114,35.74737000,1616217.47146760,0,2024-01-03 05:50:00+00:00
1704261300000,45212.15,45219.07,45167.57,45172.13,79.98429,1704261599999,3614849.03222920,3325,20.18688000,912298.26976210,0,2024-01-03 05:55:00+00:00
1704261600000,45172.12,45204.0,45172.12,45202.94,120.88584,1704261899999,5462602.08081740,4189,64.05279000,2894231.07517840,0,2024-01-03 06:00:00+00:00
1704261900000,45202.93,45208.16,45160.0,45170.63,165.99789,1704262199999,7501032.84785840,4404,59.46996000,2687100.32029040,0,2024-01-03 06:05:00+00:00
1704262200000,45170.64,45204.02,45163.19,45204.02,90.31221,1704262499999,4079973.99346800,2893,64.33868000,2906617.29941670,0,2024-01-03 06:10:00+00:00
1704262500000,45204.01,45271.1,45204.01,45271.09,76.81301,1704262799999,3474317.01676150,2710,55.54300000,2512301.68462420,0,2024-01-03 06:15:00+00:00
1704262800000,45271.09,45299.64,45271.09,45288.84,90.17861,1704263099999,4084060.57585830,3766,47.26227000,2140331.61195650,0,2024-01-03 06:20:00+00:00
1704263100000,45288.85,45302.26,45274.56,45286.33,92.83514,1704263399999,4204695.27611770,2609,45.93481000,2080576.11456800,0,2024-01-03 06:25:00+00:00
1704263400000,45286.32,45286.33,45250.0,45250.0,78.22483,1704263699999,3540698.90822050,2957,27.08101000,1225628.67630740,0,2024-01-03 06:30:00+00:00
1704263700000,45250.01,45275.67,45218.31,45274.56,96.01678,1704263999999,4343851.12973090,3144,53.93744000,2440222.76882970,0,2024-01-03 06:35:00+00:00
1704264000000,45274.56,45274.56,45236.31,45256.89,80.49459,1704264299999,3642732.38291450,3172,30.18681000,1365950.10061920,0,2024-01-03 06:40:00+00:00
1704264300000,45256.9,45283.07,45256.89,45283.07,40.9687,1704264599999,1854642.35791510,2466,24.06427000,1089349.10562230,0,2024-01-03 06:45:00+00:00
1704264600000,45283.07,45311.86,45283.06,45294.93,80.37869,1704264899999,3640864.61705890,3129,34.82538000,1577437.29342560,0,2024-01-03 06:50:00+00:00
1704264900000,45294.94,45363.19,45294.93,45326.93,251.44935,1704265199999,11398223.23377060,5540,147.73357000,6696644.69394140,0,2024-01-03 06:55:00+00:00
1704265200000,45326.92,45326.93,45281.1,45296.26,84.65803,1704265499999,3834602.81873230,3473,22.62589000,1024780.47169820,0,2024-01-03 07:00:00+00:00
1704265500000,45296.25,45376.08,45280.29,45370.13,163.94236,1704265799999,7431058.66592190,4500,95.62729000,4334035.62294300,0,2024-01-03 07:05:00+00:00
1704265800000,45370.13,45384.84,45340.08,45353.76,74.62302,1704266099999,3384805.29697570,4583,45.11368000,2046191.96999980,0,2024-01-03 07:10:00+00:00
1704266100000,45353.77,45353.77,45316.69,45318.23,61.57955,1704266399999,2791915.71122490,3213,18.04814000,818190.59214250,0,2024-01-03 07:15:00+00:00
1704266400000,45318.23,45344.94,45297.67,45341.99,67.30171,1704266699999,3050149.23820070,3539,45.01789000,2040115.60756890,0,2024-01-03 07:20:00+00:00
1704266700000,45342.0,45369.84,45328.8,45359.1,68.51109,1704266999999,3107053.39279140,3169,30.44148000,1380474.97065230,0,2024-01-03 07:25:00+00:00
1704267000000,45359.11,45369.15,45315.62,45321.64,41.55684,1704267299999,1884372.19560340,3141,14.31545000,649080.06336520,0,2024-01-03 07:30:00+00:00
1704267300000,45321.65,45325.08,45294.11,45300.01,75.71143,1704267599999,3430619.75131830,3367,25.54139000,1157225.14380830,0,2024-01-03 07:35:00+00:00
1704267600000,45300.0,45300.01,45133.33,45150.27,275.84643,1704267899999,12464568.78355190,9071,78.27155000,3535900.82631840,0,2024-01-03 07:40:00+00:00
1704267900000,45150.27,45152.0,44992.0,45064.73,436.99,1704268199999,19682313.40067910,13588,209.60901000,9438769.09567870,0,2024-01-03 07:45:00+00:00
1704268200000,45064.74,45064.74,44954.67,44961.99,235.68612,1704268499999,10610448.08847880,7607,87.16847000,3924296.26390350,0,2024-01-03 07:50:00+00:00
1704268500000,44962.0,45045.99,44940.93,45011.77,193.97863,1704268799999,8728714.63002230,7285,110.65192000,4978522.84783050,0,2024-01-03 07:55:00+00:00
1704268800000,45011.77,45054.0,45001.1,45053.46,154.87638,1704269099999,6974743.66087300,6150,82.96148000,3736042.29610640,0,2024-01-03 08:00:00+00:00
1704269100000,45053.47,45125.0,45052.0,45113.03,196.53876,1704269399999,8860809.61609620,5685,107.57046000,4849631.15802130,0,2024-01-03 08:05:00+00:00
1704269400000,45113.04,45122.04,45010.68,45064.73,143.10936,1704269699999,6451001.29833820,5388,42.14949000,1899405.91722530,0,2024-01-03 08:10:00+00:00
1704269700000,45064.73,45175.68,45064.72,45149.36,168.46172,1704269999999,7601898.76320180,5996,96.92617000,4373963.46590850,0,2024-01-03 08:15:00+00:00
1704270000000,45149.36,45161.1,45100.0,45103.65,99.4602,1704270299999,4488792.23068060,4625,39.29640000,1773515.12042610,0,2024-01-03 08:20:00+00:00
1704270300000,45103.66,45164.67,45101.68,45164.67,89.6295,1704270599999,4046461.24376840,3483,54.19990000,2446874.22815420,0,2024-01-03 08:25:00+00:00
1704270600000,45164.66,45168.44,45122.45,45157.93,96.82448,1704270899999,4371802.62652180,4196,49.79078000,2248252.04092510,0,2024-01-03 08:30:00+00:00
1704270900000,45157.94,45157.94,45131.57,45135.7,56.29432,1704271199999,2541570.95667750,2788,17.95194000,810432.44366890,0,2024-01-03 08:35:00+00:00
1704271200000,45135.71,45135.71,45025.17,45051.1,146.70303,1704271499999,6610703.32576910,5121,40.03671000,1803463.17002850,0,2024-01-03 08:40:00+00:00
1704271500000,45051.1,45090.0,45041.73,45090.0,98.46942,1704271799999,4436949.31965930,4165,45.44504000,2047747.44442080,0,2024-01-03 08:45:00+00:00
1704271800000,45089.99,45114.23,45089.99,45114.22,62.65456,1704272099999,2825546.70358640,3549,22.85558000,1030704.49304270,0,2024-01-03 08:50:00+00:00
1704272100000,45114.23,45200.0,45114.22,45200.0,149.93034,1704272399999,6771545.21838880,4549,89.94431000,4062064.45631950,0,2024-01-03 08:55:00+00:00
1704272400000,45200.0,45248.12,45185.39,45243.96,110.31026,1704272699999,4987803.92940750,5731,65.80019000,2975235.95941650,0,2024-01-03 09:00:00+00:00
1704272700000,45243.96,45264.02,45234.94,45259.31,82.15845,1704272999999,3717472.55378430,3552,40.87111000,1849208.42448030,0,2024-01-03 09:05:00+00:00
1704273000000,45259.31,45318.62,45258.42,45301.43,184.20105,1704273299999,8341403.22606630,9529,116.39845000,5270835.68676840,0,2024-01-03 09:10:00+00:00
1704273300000,45301.44,45301.44,45218.48,45270.38,82.35529,1704273599999,3726945.28026560,5360,41.06787000,1858442.63709370,0,2024-01-03 09:15:00+00:00
1704273600000,45270.38,45302.98,45244.13,45292.19,136.95535,1704273899999,6200937.63586190,6106,78.02312000,3532566.66248650,0,2024-01-03 09:20:00+00:00
1704273900000,45292.2,45363.63,45273.96,45354.38,214.9438,1704274199999,9741441.78771060,12461,122.35795000,5544969.48616890,0,2024-01-03 09:25:00+00:00
1704274200000,45354.37,45355.93,45292.59,45292.59,128.51655,1704274499999,5825314.50484110,5918,52.07644000,2360431.50736560,0,2024-01-03 09:30:00+00:00
1704274500000,45292.6,45500.0,45292.59,45492.01,411.6136,1704274799999,18697200.51267040,19848,232.88060000,10578712.90919530,0,2024-01-03 09:35:00+00:00
1704274800000,45492.0,45492.01,45400.72,45414.99,184.23601,1704275099999,8371987.67612940,11296,73.88433000,3357081.64192260,0,2024-01-03 09:40:00+00:00
1704275100000,45415.0,45416.42,45343.11,45366.53,152.16512,1704275399999,6905847.89085030,6615,56.36235000,2557818.25171490,0,2024-01-03 09:45:00+00:00
1704275400000,45366.54,45428.59,45344.4,45406.23,179.86816,1704275699999,8162593.74409100,6279,120.78574000,5481271.76417910,0,2024-01-03 09:50:00+00:00
1704275700000,45406.22,45406.23,45325.0,45344.67,138.96432,1704275999999,6302072.25477570,6136,41.30333000,1872876.45397170,0,2024-01-03 09:55:00+00:00
1704276000000,45344.66,45377.97,45300.78,45374.82,163.8443,1704276299999,7429629.47828340,7138,70.61043000,3202133.57599720,0,2024-01-03 10:00:00+00:00
1704276300000,45374.83,45381.75,45341.65,45381.74,93.04759,1704276599999,4220960.69695340,5822,38.54446000,1748606.08704510,0,2024-01-03 10:05:00+00:00
1704276600000,45381.75,45398.37,45363.61,45363.63,93.64658,1704276899999,4249568.31802310,4466,38.01159000,1724885.10837790,0,2024-01-03 10:10:00+00:00
1704276900000,45363.62,45383.91,45325.49,45336.12,120.03989,1704277199999,5443821.88627250,5053,41.95130000,1902228.35163070,0,2024-01-03 10:15:00+00:00
1704277200000,45336.11,45342.24,45224.01,45261.41,177.30187,1704277499999,8031506.66275790,6822,50.51060000,2287863.86305090,0,2024-01-03 10:20:00+00:00
1704277500000,45261.42,45299.24,45248.04,45284.12,112.13608,1704277799999,5076999.74902010,4423,53.09287000,2403604.77649490,0,2024-01-03 10:25:00+00:00
1704277800000,45284.12,45309.58,45266.75,45309.57,75.30614,1704278099999,3410260.27767580,3189,39.65751000,1795862.71891130,0,2024-01-03 10:30:00+00:00
1704278100000,45309.57,45309.58,45094.74,45121.99,287.15738,1704278399999,12976015.49973850,8589,72.71896000,3284662.21523690,0,2024-01-03 10:35:00+00:00
1704278400000,45121.98,45131.1,45054.78,45070.27,248.02323,1704278699999,11181437.60177500,8771,120.06999000,5412655.47290390,0,2024-01-03 10:40:00+00:00
1704278700000,45070.28,45114.72,45045.95,45090.0,226.11931,1704278999999,10193871.70485190,7171,108.80485000,4905389.74959760,0,2024-01-03 10:45:00+00:00
1704279000000,45090.0,45146.38,45081.63,45084.56,161.67736,1704279299999,7295379.10804160,5386,75.60645000,3411427.41845460,0,2024-01-03 10:50:00+00:00
1704279300000,45084.55,45169.68,45084.5,45151.91,160.29639,1704279599999,7233222.99408880,6355,76.46173000,3450272.69014110,0,2024-01-03 10:55:00+00:00
1704279600000,45151.91,45174.07,45061.39,45088.07,210.42437,1704279899999,9496521.90443600,6059,62.64501000,2827956.76232290,0,2024-01-03 11:00:00+00:00
1704279900000,45088.07,45088.08,44918.04,44938.21,429.529,1704280199999,19325649.88277870,12246,124.68343000,5607872.11249150,0,2024-01-03 11:05:00+00:00
1704280200000,44938.22,44944.08,44699.96,44736.81,767.21844,1704280499999,34374435.96332940,20630,308.81406000,13832354.74906690,0,2024-01-03 11:10:00+00:00
1704280500000,44736.81,44862.29,44699.99,44809.89,302.19346,1704280799999,13538904.61107530,12474,150.56408000,6745845.01346240,0,2024-01-03 11:15:00+00:00
1704280800000,44809.89,44839.58,44336.0,44535.48,926.61532,1704281099999,41320292.37749140,28364,325.69442000,14528113.37867080,0,2024-01-03 11:20:00+00:00
1704281100000,44535.49,44642.85,44336.0,44358.36,742.19644,1704281399999,33028022.80711390,23493,336.93957000,14992964.67873780,0,2024-01-03 11:25:00+00:00
1704281400000,44358.35,44496.0,44278.74,44494.0,654.3313,1704281699999,29057599.57685220,21373,306.94524000,13632227.50535830,0,2024-01-03 11:30:00+00:00
1704281700000,44494.01,44564.0,44435.0,44435.01,403.55136,1704281999999,17958421.49315080,11801,179.34283000,7980979.43626230,0,2024-01-03 11:35:00+00:00
1704282000000,44435.01,44498.77,44416.65,44498.77,289.50073,1704282299999,12866868.19223680,8772,122.32255000,5436314.01184960,0,2024-01-03 11:40:00+00:00
1704282300000,44498.76,44511.46,44322.28,44328.24,320.76037,1704282599999,14250432.73887970,11440,131.90817000,5859506.36823770,0,2024-01-03 11:45:00+00:00
1704282600000,44328.7,44343.99,44011.0,44076.0,1027.65735,1704282899999,45408488.59579030,30817,449.22110000,19849943.43197390,0,2024-01-03 11:50:00+00:00
1704282900000,44076.0,44076.01,43500.0,43702.88,1775.71349,1704283199999,77655254.88945470,52689,778.76465000,34051102.60251190,0,2024-01-03 11:55:00+00:00
1704283200000,43702.89,43716.0,42250.0,42964.97,2608.25873,1704283499999,111954817.53029110,86488,1089.95641000,46778246.01256360,0,2024-01-03 12:00:00+00:00
1704283500000,42964.97,43000.0,40850.0,40887.99,3516.69351,1704283799999,147668782.54348250,105026,1271.30723000,53611530.28826870,0,2024-01-03 12:05:00+00:00
1704283800000,40888.0,41900.0,40750.0,41872.16,2947.91806,1704284099999,122119176.76565870,82559,1532.22605000,63508485.01035140,0,2024-01-03 12:10:00+00:00
1704284100000,41883.98,42477.9,41871.24,42058.0,2138.96906,1704284399999,90288314.27234660,56728,1048.42430000,44272746.93625030,0,2024-01-03 12:15:00+00:00
1704284400000,42074.0,42517.52,41934.01,42490.0,1476.99811,1704284699999,62404777.90621170,50748,782.65678000,33062696.02634270,0,2024-01-03 12:20:00+00:00
1704284700000,42489.99,42508.0,42000.0,42316.43,1391.49174,1704284999999,58836637.06218830,37794,676.88472000,28620014.51173530,0,2024-01-03 12:25:00+00:00
1704285000000,42316.43,42316.43,42048.0,42261.56,1315.07692,1704285299999,55480842.74896010,32765,657.86199000,27752834.55577500,0,2024-01-03 12:30:00+00:00
1704285300000,42261.56,42423.45,42177.37,42190.14,962.3286,1704285599999,40708150.30793160,26210,439.99569000,18613742.45484050,0,2024-01-03 12:35:00+00:00
1704285600000,42190.13,42272.63,42077.79,42163.53,999.12006,1704285899999,42136893.15757690,23898,556.90276000,23482636.91384810,0,2024-01-03 12:40:00+00:00
1704285900000,42163.52,42518.66,42126.36,42486.1,809.97159,1704286199999,34322065.43597440,51056,451.64199000,19138321.12967840,0,2024-01-03 12:45:00+00:00
1704286200000,42486.11,42794.77,42357.14,42769.28,1110.37221,1704286499999,47248327.59656720,44290,603.06992000,25666800.91996060,0,2024-01-03 12:50:00+00:00
1704286500000,42769.28,42793.82,42616.99,42789.38,878.271,1704286799999,37497197.51902240,25332,429.94101000,18356059.25681620,0,2024-01-03 12:55:00+00:00
1704286800000,42789.39,42820.92,42502.0,42537.99,711.53214,1704287099999,30327029.80538870,20316,316.70203000,13497592.62582890,0,2024-01-03 13:00:00+00:00
1704287100000,42538.0,42700.0,42520.0,42666.03,476.01986,1704287399999,20283364.64713650,13591,253.88388000,10818547.19557870,0,2024-01-03 13:05:00+00:00
1704287400000,42666.03,42699.99,42538.17,42539.86,383.47565,1704287699999,16348972.60711330,11225,179.58640000,7656562.95692680,0,2024-01-03 13:10:00+00:00
1704287700000,42539.87,42694.0,42539.86,42567.44,419.51205,1704287999999,17884007.04413070,11302,207.52517000,8846413.16675710,0,2024-01-03 13:15:00+00:00
1704288000000,42567.45,42588.15,42315.99,42478.53,698.49055,1704288299999,29662693.92627360,18772,279.09492000,11855403.29899190,0,2024-01-03 13:20:00+00:00
1704288300000,42478.53,42550.0,42400.0,42468.28,561.4133,1704288599999,23844358.59022310,11788,269.68261000,11453531.83415430,0,2024-01-03 13:25:00+00:00
1704288600000,42468.28,42533.14,42404.01,42430.01,366.98934,1704288899999,15581266.48409370,9277,179.00167000,7599426.75635530,0,2024-01-03 13:30:00+00:00
1704288900000,42430.01,42650.16,42415.22,42615.99,393.36168,1704289199999,16748570.43217090,11156,237.88881000,10127047.05525500,0,2024-01-03 13:35:00+00:00
1704289200000,42615.98,42683.26,42520.0,42536.0,420.732,1704289499999,17934325.22510160,11498,196.12903000,8359146.82094850,0,2024-01-03 13:40:00+00:00
1704289500000,42536.0,42571.1,42357.63,42403.58,398.86264,1704289799999,16938316.99158780,12713,193.34708000,8210659.55920970,0,2024-01-03 13:45:00+00:00
1704289800000,42403.58,42461.1,42310.0,42455.98,421.13667,1704290099999,17854570.91380050,13873,223.86995000,9491037.02413040,0,2024-01-03 13:50:00+00:00
1704290100000,42455.98,42530.21,42338.0,42529.4,335.51972,1704290399999,14233484.24511300,8819,183.56791000,7788309.39230840,0,2024-01-03 13:55:00+00:00
1704290400000,42529.4,42532.0,42357.57,42357.57,326.16524,1704290699999,13842561.68829370,9476,169.83074000,7207169.77526330,0,2024-01-03 14:00:00+00:00
1704290700000,42357.57,42444.0,42336.35,42377.06,331.67376,1704290999999,14056270.25227310,8435,160.78850000,6813711.60745330,0,2024-01-03 14:05:00+00:00
1704291000000,42377.06,42430.65,42259.14,42293.99,355.56236,1704291299999,15054083.30679710,10180,172.47599000,7303236.94920080,0,2024-01-03 14:10:00+00:00
1704291300000,42293.99,42385.46,42101.0,42354.01,717.11302,1704291599999,30277364.38485060,23224,343.35175000,14497995.99254540,0,2024-01-03 14:15:00+00:00
1704291600000,42354.01,42366.34,42150.18,42150.19,373.51602,1704291899999,15794047.53274640,9318,145.93646000,6172224.05647730,0,2024-01-03 14:20:00+00:00
1704291900000,42150.18,42217.92,42050.0,42101.72,497.63214,1704292199999,20964300.39647870,14625,231.94766000,9771284.25060910,0,2024-01-03 14:25:00+00:00
1704292200000,42101.71,42246.0,42094.17,42158.61,426.53757,1704292499999,17981439.86409210,10911,211.07880000,8897713.27202360,0,2024-01-03 14:30:00+00:00
1704292500000,42158.61,42178.68,42064.56,42139.31,317.58767,1704292799999,13374956.96352110,9402,165.81041000,6982695.69429690,0,2024-01-03 14:35:00+00:00
1704292800000,42139.3,42350.0,42112.0,42350.0,400.70999,1704293099999,16924083.22116390,10618,245.63128000,10376020.52809740,0,2024-01-03 14:40:00+00:00
1704293100000,42349.99,42352.94,42241.1,42279.99,327.8205,1704293399999,13862806.95320860,8333,166.99028000,7060775.29501430,0,2024-01-03 14:45:00+00:00
1704293400000,42279.99,42321.99,42189.83,42244.02,254.1519,1704293699999,10737505.04853100,7706,134.44366000,5680139.27493750,0,2024-01-03 14:50:00+00:00
1704293700000,42244.03,42283.75,42168.44,42179.99,237.81843,1704293999999,10041443.32806160,10831,122.98901000,5192841.52569640,0,2024-01-03 14:55:00+00:00
1704294000000,42180.0,42404.66,42175.14,42352.01,442.06529,1704294299999,18703312.12240560,16722,277.23626000,11729311.28694410,0,2024-01-03 15:00:00+00:00
1704294300000,42352.0,42472.71,42351.1,42424.0,411.9563,1704294599999,17476413.96041200,12320,212.18959000,9000810.97737360,0,2024-01-03 15:05:00+00:00
1704294600000,42424.0,42464.94,42376.32,42415.91,261.13073,1704294899999,11077238.06268380,8519,158.21170000,6711153.83518280,0,2024-01-03 15:10:00+00:00
1704294900000,42415.9,42478.6,42368.01,42435.98,368.3135,1704295199999,15625850.41435340,10507,176.30543000,7479857.07945880,0,2024-01-03 15:15:00+00:00
1704295200000,42435.97,42456.21,42295.71,42369.98,320.79508,1704295499999,13587765.67738310,12237,153.80977000,6514658.16008380,0,2024-01-03 15:20:00+00:00
1704295500000,42369.99,42464.02,42364.17,42419.83,216.54438,1704295799999,9186262.23455140,9282,132.30043000,5612189.54032170,0,2024-01-03 15:25:00+00:00
1704295800000,42419.82,42514.97,42346.0,42498.0,271.39655,1704296099999,11515985.86276910,9973,156.41432000,6636872.92793940,0,2024-01-03 15:30:00+00:00
1704296100000,42498.01,42498.01,42390.0,42433.84,255.22122,1704296399999,10828748.19258920,8457,135.37940000,5743243.46840490,0,2024-01-03 15:35:00+00:00
1704296400000,42433.84,42440.0,42375.97,42399.18,215.10102,1704296699999,9121991.06054600,6431,109.11972000,4627222.21044870,0,2024-01-03 15:40:00+00:00
1704296700000,42399.17,42435.97,42345.18,42417.9,191.91624,1704296999999,8137067.86310600,7067,124.35016000,5272357.73514550,0,2024-01-03 15:45:00+00:00
1704297000000,42417.9,42980.0,42365.13,42831.38,1029.21145,1704297299999,43989540.52896350,31420,542.59500000,23177565.63697770,0,2024-01-03 15:50:00+00:00
1704297300000,42831.39,43009.02,42690.09,43000.01,1191.69655,1704297599999,51140166.05344000,26933,619.85488000,26598265.82596450,0,2024-01-03 15:55:00+00:00
1704297600000,43000.01,43567.92,42881.1,43465.57,1784.6481,1704297899999,77259340.72404720,48502,945.51510000,40931019.46135490,0,2024-01-03 16:00:00+00:00
1704297900000,43465.56,43474.0,43138.0,43139.5,979.12108,1704298199999,42421505.32159920,20272,446.35425000,19338394.75447680,0,2024-01-03 16:05:00+00:00
1704298200000,43138.0,43322.0,43121.19,43272.88,483.54586,1704298499999,20929013.99091770,12202,279.15939000,12082966.96151370,0,2024-01-03 16:10:00+00:00
1704298500000,43272.89,43335.3,43137.39,43278.01,356.36127,1704298799999,15412493.21232840,11217,190.01080000,8218359.84530930,0,2024-01-03 16:15:00+00:00
1704298800000,43278.0,43299.13,43179.7,43295.99,358.08791,1704299099999,15488867.46795770,11230,177.85063000,7692858.63886430,0,2024-01-03 16:20:00+00:00
1704299100000,43296.0,43461.71,43283.72,43434.39,438.30796,1704299399999,19013064.98326670,12230,291.55574000,12648829.47879530,0,2024-01-03 16:25:00+00:00
1704299400000,43434.39,43434.4,43212.66,43221.38,491.65367,1704299699999,21315353.47078290,15186,206.92748000,8971408.30403030,0,2024-01-03 16:30:00+00:00
1704299700000,43221.37,43265.92,42787.84,42961.98,770.51669,1704299999999,33153715.02117430,27897,320.70299000,13800659.47530450,0,2024-01-03 16:35:00+00:00
1704300000000,42961.99,43085.82,42896.0,42950.81,447.69182,1704300299999,19237818.93247420,17570,231.05260000,9927397.42796480,0,2024-01-03 16:40:00+00:00
1704300300000,42950.81,43018.96,42773.34,42987.77,384.78704,1704300599999,16512456.87988310,17048,202.37103000,8685315.50695760,0,2024-01-03 16:45:00+00:00
1704300600000,42987.76,43035.97,42931.1,43035.96,254.01572,1704300899999,10916743.77124860,9014,127.26761000,5469455.28312520,0,2024-01-03 16:50:00+00:00
1704300900000,43035.97,43080.0,42940.0,42992.67,225.07897,1704301199999,9680906.79346200,8574,120.15494000,5168027.92597810,0,2024-01-03 16:55:00+00:00
1704301200000,42992.68,43034.59,42863.64,42926.96,267.43513,1704301499999,11485263.41555180,10983,141.13764000,6060657.43994600,0,2024-01-03 17:00:00+00:00
1704301500000,42926.95,42931.1,42816.35,42881.33,236.80727,1704301799999,10153602.50778090,8295,117.23648000,5026561.75436590,0,2024-01-03 17:05:00+00:00
1704301800000,42881.32,42938.8,42850.41,42917.62,169.63356,1704302099999,7276638.40306280,6908,90.38152000,3877089.47493090,0,2024-01-03 17:10:00+00:00
1704302100000,42917.62,42917.62,42600.0,42618.01,524.5835,1704302399999,22414524.94313140,18948,212.71759000,9088997.86328600,0,2024-01-03 17:15:00+00:00
1704302400000,42618.01,42752.62,42617.16,42752.0,283.1215,1704302699999,12088006.94751150,7722,149.03404000,6362569.28046130,0,2024-01-03 17:20:00+00:00
1704302700000,42752.0,42811.1,42678.72,42785.6,207.75062,1704302999999,8881468.30743470,5748,118.14322000,5050589.54517390,0,2024-01-03 17:25:00+00:00
1704303000000,42785.6,42916.66,42741.1,42869.06,233.60531,1704303299999,10005406.49823470,9757,138.56831000,5934673.86322370,0,2024-01-03 17:30:00+00:00
1704303300000,42869.05,42876.53,42802.0,42817.59,201.17397,1704303599999,8616252.12926510,8086,105.76693000,4529894.25508220,0,2024-01-03 17:35:00+00:00
1704303600000,42817.59,42878.52,42769.59,42769.59,106.22332,1704303899999,4550311.39678410,5147,59.18619000,2535354.38480490,0,2024-01-03 17:40:00+00:00
1704303900000,42769.59,42817.72,42637.04,42689.44,228.05359,1704304199999,9739944.86687960,6854,103.92669000,4439072.99619550,0,2024-01-03 17:45:00+00:00
1704304200000,42689.44,42764.93,42650.0,42677.03,314.86811,1704304499999,13445070.76014940,5749,181.48186000,7748595.82444910,0,2024-01-03 17:50:00+00:00
1704304500000,42677.02,42919.84,42677.02,42906.0,171.92053,1704304799999,7356216.52436380,7368,106.36242000,4551571.48887020,0,2024-01-03 17:55:00+00:00
1704304800000,42906.0,42906.01,42831.1,42899.99,182.23316,1704305099999,7812593.57526250,6368,99.43352000,4262973.81609980,0,2024-01-03 18:00:00+00:00
1704305100000,42899.99,43050.0,42888.26,42911.97,283.26404,1704305399999,12173015.23511800,11829,159.38466000,6849501.31434040,0,2024-01-03 18:05:00+00:00
1704305400000,42911.96,42924.1,42849.92,42878.0,164.62267,1704305699999,7059921.28246340,6337,91.62604000,3929210.54900810,0,2024-01-03 18:10:00+00:00
1704305700000,42877.99,43014.41,42861.1,42973.5,162.55431,1704305999999,6981562.62968060,7016,93.05300000,3996218.16659510,0,2024-01-03 18:15:00+00:00
1704306000000,42973.5,42983.88,42903.31,42948.01,145.28877,1704306299999,6238837.40633940,6246,76.81322000,3298274.79908450,0,2024-01-03 18:20:00+00:00
1704306300000,42948.0,42966.02,42732.74,42749.12,241.19675,1704306599999,10327401.50545960,9659,101.38274000,4341075.36129830,0,2024-01-03 18:25:00+00:00
1704306600000,42749.13,42797.27,42621.98,42646.85,245.65278,1704306899999,10492485.21445030,7336,122.71271000,5241434.66138410,0,2024-01-03 18:30:00+00:00
1704306900000,42646.85,42666.13,42500.0,42653.21,295.58715,1704307199999,12589868.85813450,10770,129.13537000,5500960.26736310,0,2024-01-03 18:35:00+00:00
1704307200000,42653.22,42704.24,42634.01,42697.34,117.07779,1704307499999,4996104.93145850,5398,69.79582000,2978373.04861890,0,2024-01-03 18:40:00+00:00
1704307500000,42697.35,42734.86,42556.72,42618.44,184.19326,1704307799999,7851796.00631100,6302,91.68256000,3908066.78806150,0,2024-01-03 18:45:00+00:00
1704307800000,42618.45,42675.54,42608.01,42637.49,108.36812,1704308099999,4620995.30052150,3823,63.64859000,2714025.95788120,0,2024-01-03 18:50:00+00:00
1704308100000,42637.48,42637.49,42000.0,42255.72,1184.01116,1704308399999,50010568.83276680,42821,472.97393000,19985425.23660220,0,2024-01-03 18:55:00+00:00
1704308400000,42255.72,42386.06,42161.1,42310.0,609.33408,1704308699999,25756796.67428200,20205,297.74017000,12585673.01392080,0,2024-01-03 19:00:00+00:00
1704308700000,42309.99,42474.74,42294.31,42423.62,395.26733,1704308999999,16763561.72742640,10526,202.72277000,8596893.71024130,0,2024-01-03 19:05:00+00:00
1704309000000,42423.62,42518.66,42412.61,42450.01,274.08994,1704309299999,11640334.54393320,6704,141.79412000,6021494.22664790,0,2024-01-03 19:10:00+00:00
1704309300000,42450.0,42530.06,42438.0,42486.0,213.97106,1704309599999,9092558.73827490,5436,111.02899000,4718109.83395320,0,2024-01-03 19:15:00+00:00
1704309600000,42486.01,42647.06,42460.21,42616.01,449.3765,1704309899999,19138370.97935120,9402,234.58206000,9990676.06281160,0,2024-01-03 19:20:00+00:00
